player_name,season,pos,age,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws_per_48,obpm,dbpm,bpm,vorp,mp,pk
Olden Polynice,2000,C,35,10.4,0.497,0.005,0.226,11.4,18.8,3.2,0.9,3.5,13.8,12.9,0.7,2.5,0.084,-2.8,0,-2.8,-0.4,2079,8
Oliver Miller,2000,C,29,15.5,0.609,0,0.313,9.1,17.5,9.5,2,5.3,21.8,13.7,1.1,2.3,0.152,-1.1,3.1,2,1.1,1125,22
Othella Harrington,2000,PF,26,13.3,0.56,0.002,0.359,8.7,16.5,6.3,0.7,1.6,18.4,20,2,1,0.054,-1.7,-1.8,-3.5,-1,2677,30
Otis Thorpe,2000,PF,37,11.1,0.528,0.012,0.198,8.8,15.6,7.2,1.8,0.8,18.3,19.4,0,1.1,0.069,-4.1,0.1,-4,-0.4,913,9
P.J. Brown,2000,PF,30,15.3,0.516,0.001,0.237,11.4,18.4,10.3,1.5,1.9,11.9,17.1,3.3,3.6,0.143,-0.3,0.6,0.3,1.4,2610,29
Pat Garrity,2000,SF,23,11.9,0.532,0.337,0.19,3.2,12.2,6.2,1,0.9,11.8,20.4,1.4,1.4,0.091,-1,-0.6,-1.6,0.2,1479,19
Patrick Ewing,2000,C,37,16.9,0.516,0.003,0.365,8.4,26.2,5.2,1,3.1,13.6,24.3,0.9,3.9,0.113,-0.6,0.4,-0.2,0.9,2496,1
Paul Pierce,2000,SF,22,19.8,0.55,0.255,0.409,3.5,14.6,14.6,3,1.8,12.1,24.8,5.2,3,0.152,3,0.9,3.9,3.9,2583,10
Peja Stojakovic,2000,SF,22,16.3,0.559,0.372,0.213,4.4,12.1,9.4,1.4,0.3,10.1,20.8,3.2,1.7,0.133,2,-0.4,1.6,1.6,1878,14
Pervis Ellison,2000,C,32,9,0.507,0,0.488,11.7,17,6.9,1.9,2.2,19.9,10.5,0.2,0.3,0.088,-4.8,0.2,-4.6,-0.2,269,1
Pete Chilcutt,2000,PF,31,8.884193012,0.4602063228,0.2058294509,0.06488851913,8.688602329,16.49018303,6.924209651,1.306655574,1.207321131,13.13652246,11.30956739,0.178202995,0.2661397671,0.04621797005,-2.708985025,-0.7981697171,-3.47828619,-0.1372712146,601,27
Popeye Jones,2000,PF,29,12.4,0.463,0.029,0.183,13.4,20.6,9,0.5,1.2,10.4,16.5,0.3,0.2,0.082,-1.8,-1.5,-3.4,-0.1,330,41
Quincy Lewis,2000,SG,22,6.6,0.441,0.211,0.174,6.4,8.9,7.1,1.4,1.3,12.5,18.9,-0.5,0.9,0.018,-4.5,-0.9,-5.5,-0.8,1002,19
Raef LaFrentz,2000,C,23,16.3,0.512,0.208,0.268,7.5,21.2,6.5,0.9,5,8.9,19.3,2.9,3,0.116,-0.2,0.4,0.2,1.4,2435,3
Rafer Alston,2000,PG,23,4.3,0.31,0.147,0.042,1.6,5.8,26.8,1.7,0,23.1,15.5,-0.7,0,-0.095,-5,-2.3,-7.3,-0.5,377,39
Randell Jackson,2000,PF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025,-3.3,-3.1,-6.3,0,1,61
Randy Brown,2000,PG,31,7.3,0.402,0.014,0.193,1.6,8.9,22.6,2,0.7,18.2,16.2,-2,1.2,-0.024,-4.6,-0.2,-4.8,-1.2,1625,31
Randy Livingston,2000,PG,24,11.4,0.476,0.147,0.166,2.6,10.6,24.7,2.3,0.9,18.7,20.1,-0.2,1.7,0.065,-2.8,1,-1.8,0.1,1144,42
Rashard Lewis,2000,SF,20,16.5,0.543,0.212,0.217,8.7,14.7,7.3,2,1.6,11.2,19.6,2.4,1.7,0.125,0.7,0,0.6,1,1732,32
Rasheed Wallace,2000,PF,25,18.1,0.556,0.048,0.317,5.6,17.2,8.7,1.6,2.8,11.6,21.9,4.6,4.7,0.156,1.2,1,2.2,3,3450,4
Rasho Nesterovic,2000,C,23,11,0.492,0.005,0.238,9,16.6,7.8,0.6,3.6,12.9,14.4,1,1.9,0.082,-2.9,0.3,-2.6,-0.2,1849,17
Ray Allen,2000,SG,24,20.6,0.57,0.288,0.282,3.2,10.5,17,1.9,0.5,10.3,25.6,9,1,0.157,4.7,-1.1,3.6,4.3,3256,5
Reggie Jordan,2000,PG,32,6.7,0.349,0.019,0.245,7.5,12,19.1,2.6,0.6,24.4,14.2,-0.4,0.2,-0.035,-3.9,0.9,-3,-0.1,243,61
Reggie Miller,2000,SG,34,17.3,0.603,0.388,0.39,2,6.8,10.2,1.5,0.6,9.6,20.5,8,2,0.162,3,-0.3,2.7,3.6,3879,11
Rex Chapman,2000,SG,32,9.4,0.491,0.384,0.244,1.2,8,9.9,1.2,0.1,9.7,18.1,0.4,1,0.072,-2,-0.2,-2.2,-0.1,957,8
Rex Walters,2000,PG,29,8,0.474,0.22,0.176,2.5,7.9,25.6,0.8,0,22.8,15.2,0,0.3,0.034,-3.4,-1,-4.4,-0.2,389,16
Richard Hamilton,2000,SG,21,11.6,0.482,0.127,0.22,3.1,7.7,13.7,1.1,0.3,11.2,24.2,0.4,0.3,0.024,-1.4,-2.2,-3.7,-0.6,1373,7
Rick Brunson,2000,PG,27,7,0.456,0.186,0.257,1.3,9.6,26.9,1.7,0.3,28.5,17.9,-0.4,0.3,-0.018,-4.8,0,-4.8,-0.2,293,61
Rick Fox,2000,SF,30,11.7,0.502,0.363,0.157,4.6,9.7,14.4,1.8,1.2,14,18.5,0.9,2.3,0.104,-1.6,0.9,-0.6,0.5,1804,24
Rick Hughes,2000,PF,26,10.9,0.491,0.014,0.361,11.6,11.9,6.1,0.7,0.3,14.4,19.2,0.1,0.1,0.029,-2.4,-2.6,-5,-0.2,224,61
Ricky Davis,2000,SG,20,15.3,0.542,0.021,0.273,5.9,10.4,18.9,2.7,1,18,20.1,0.3,0.8,0.092,-0.6,0.3,-0.3,0.2,570,21
Rik Smits,2000,C,33,17.3,0.518,0.001,0.237,5.9,17.9,8.5,0.6,3.6,9.9,26.8,1.6,2.2,0.099,-1.3,-0.2,-1.5,0.2,2313,2
Robert Horry,2000,PF,29,14.3,0.528,0.259,0.311,8.6,14.3,10,2.6,3.3,15,12.7,2.1,3.6,0.161,-0.1,3.1,3,2.2,2303,11
Robert Pack,2000,PG,30,14.6,0.49,0.048,0.339,1.1,5.6,38,2.4,0.3,22.3,22.6,0.1,0.3,0.026,0,-1.8,-1.8,0,665,61
Robert Traylor,2000,PF,22,15.8,0.517,0.033,0.557,13.1,16.9,6.7,2.9,4.2,15.1,17.8,0.5,0.5,0.112,-1.8,0.3,-1.5,0.1,451,6
Rod Strickland,2000,PG,33,17.1,0.485,0.028,0.4,3.8,9.9,38.9,2.2,0.6,17.3,22,2.4,1.3,0.081,1.8,-0.8,1,1.6,2188,19
Rodney Buford,2000,SG,22,11.2,0.457,0.192,0.146,3.1,10.9,9.2,1.4,1.5,5.3,20.5,0.1,0.5,0.072,-2.5,-0.5,-3,-0.1,402,53
Rodney Rogers,2000,PF,28,17.1,0.57,0.297,0.283,6.9,14.8,12.5,2.1,1.5,14.1,22.2,3.4,3.9,0.154,1.5,1.1,2.6,2.7,2549,9
Rodrick Rhodes,2000,SF,26,-9.2,0,0,0,13.5,0,0,12.6,0,40,27.6,-0.1,0,-0.553,-15.6,0.7,-14.9,0,8,24
Ron Harper,2000,PG,36,12,0.468,0.2,0.277,5.1,12.5,19.2,2.1,1.3,18.1,15.6,0.4,3.5,0.093,-1.2,1.9,0.6,1.3,2685,8
Ron Mercer,2000,SG,23,12.72387463,0.479716239,0.04482772402,0.2499267985,2.896508204,8.590429112,11.31621792,1.58344552,0.6796171645,11.21846866,24.37612537,0.2165544804,1.181531342,0.0361655448,-1.768805217,-1.305405974,-3.074211191,-0.440765671,2377,6
Roshown McLeod,2000,SF,24,9.1,0.438,0.039,0.211,5.2,12.4,10,1,0.4,14,21.7,-0.7,0.2,-0.025,-3.5,-1.9,-5.3,-0.7,860,20
Roy Rogers,2000,PF,26,11.4,0.42,0.011,0.466,10,14.5,3.8,0.3,7.3,8.6,14.2,0,0.4,0.048,-2.4,0.7,-1.8,0,355,22
Ruben Patterson,2000,SF,24,18.8,0.587,0.041,0.486,11.3,11.4,9.7,2.3,1.3,15.2,19.9,4.6,2.1,0.153,1.8,0.1,1.9,2.1,2181,31
Rusty LaRue,2000,PG,26,7.4,0.401,0.326,0.163,0.9,8.3,16.1,2.9,0,13.2,18.8,-0.2,0.1,-0.025,-5.6,-0.3,-5.9,-0.1,129,61
Ryan Bowen,2000,SF,24,11.8,0.467,0.077,0.453,13.7,7.3,4.9,3.4,1.5,9.1,11.4,0.8,0.6,0.111,-1.7,1.5,-0.2,0.3,589,55
Ryan Robertson,2000,SG,23,2.6,0.388,0.333,0.167,0,0,0,0,0,0,10.7,0,0,-0.022,-3.8,-1.6,-5.4,0,25,45
Ryan Stack,2000,PF,24,4.6,0.413,0.02,0.529,8.4,17.1,3.8,1,4,21.3,17.5,-0.4,0.2,-0.031,-8.4,0,-8.4,-0.3,198,48
Sam Cassell,2000,PG,30,21.1,0.551,0.077,0.38,2.8,9.3,41.1,1.8,0.2,16.4,25,8.4,0.8,0.152,3.6,-1.4,2.2,3.1,3077,24
Sam Jacobson,2000,PG,24,11.13964758,0.554339207,0.1139405286,0.1928964758,3.601101322,7.57753304,7.886343612,2.209251101,0.2960352423,12.45947137,16.27312775,0.6907488987,0.1973568282,0.06306167401,-3.401321586,-0.5,-3.901321586,-0.2960352423,681,26
Sam Mack,2000,SF,29,8,0.436,0.525,0.164,2.1,10.8,11.1,2.7,0.2,12.7,18.9,-0.2,0.2,0.002,-3.9,-0.5,-4.4,-0.2,333,61
Sam Mitchell,2000,SF,36,12,0.513,0.061,0.245,2.6,10.5,13.4,1.2,0.8,9.6,16.9,1.4,0.9,0.092,-1.4,-0.3,-1.7,0.1,1295,54
Sam Perkins,2000,PF,38,12.1,0.555,0.494,0.22,4.6,15,6.4,1,1.3,11.5,15.3,1.9,1.6,0.103,0.6,0.1,0.6,1.1,2037,4
Samaki Walker,2000,PF,23,13.1,0.499,0,0.413,9.3,21.6,6.4,0.5,2.5,15.1,20,0.3,1.7,0.098,-2.6,-0.1,-2.7,-0.2,1101,9
Scot Pollard,2000,C,24,15.8,0.584,0,0.562,13,18.5,4.5,2,2.9,12.4,12.6,2.9,2.2,0.183,-0.9,1,0.1,0.7,1406,19
Scott Burrell,2000,SF,29,14.2,0.511,0.554,0.119,5.2,16.5,8.6,2.6,2.3,7.9,16,1.7,1.5,0.115,0.2,0.9,1.1,1,1336,20
Scott Padgett,2000,PF,23,7.6,0.395,0.314,0.193,6.9,17.7,8.9,1.7,1.4,12.7,18.6,-0.5,0.6,0.013,-4,-0.5,-4.5,-0.3,491,28
Scott Williams,2000,C,31,15.6,0.539,0,0.303,14,21.2,2.9,1.4,3.3,11.9,16.4,2.5,1.4,0.124,-0.9,-1.1,-2,0,1581,61
Scottie Pippen,2000,SF,34,16.4,0.533,0.306,0.259,5.1,16.2,23.7,2.3,1.1,17.8,19.6,3.4,4.4,0.137,1.9,1.7,3.6,3.9,3363,5
Sean Elliott,2000,SF,31,8.8,0.475,0.349,0.302,1.8,11.4,11.1,1.6,0.4,13.7,16.4,0,0.6,0.067,-2.8,0.2,-2.6,-0.1,510,3
Sean Marks,2000,PF,24,9.7,0.515,0.167,0.667,0,19.3,0,4.3,5.9,27.9,39.7,0,0,-0.094,-10.6,1.2,-9.4,0,12,44
Sean Rooks,2000,C,30,11.8,0.48,0,0.314,8.9,17.7,9.9,1.5,3.5,17.8,17.3,0,1,0.051,-3.5,0.7,-2.8,-0.2,1001,30
Shammond Williams,2000,PG,24,12.2,0.455,0.36,0.227,2.5,8.6,24.2,1.8,0,13.9,24.5,-0.1,0.3,0.02,-0.9,-1.9,-2.8,-0.1,616,34
Shandon Anderson,2000,SF,26,13.8,0.567,0.289,0.325,3.9,11.9,14.3,1.8,0.8,17.9,17.6,3,1.9,0.087,-0.3,-0.2,-0.5,1.1,2700,54
Shaquille O'Neal,2000,C,27,30.6,0.578,0.001,0.495,11.5,24.8,19.3,0.6,5.3,9.9,31.2,11.7,7,0.283,7.3,2,9.3,9,4163,1
Shareef Abdur-Rahim,2000,SF,23,20.2,0.547,0.075,0.431,8,22.7,15.5,1.5,1.9,14.1,25,6.2,2.6,0.132,2.6,-0.4,2.2,3.4,3223,3
Shawn Bradley,2000,C,27,17,0.521,0.009,0.268,9.1,18.9,4.7,1.9,6.8,10.7,16.1,2.3,2.7,0.128,-1,1.9,0.8,1.4,1901,2
Shawn Kemp,2000,C,30,17.2,0.508,0.005,0.547,10.2,22.4,10,2,2.8,16.8,30.2,0.2,3.8,0.077,-1.8,-0.3,-2.1,0,2492,17
Shawn Marion,2000,SF,21,17.1,0.511,0.047,0.18,9.5,19.7,9.1,1.5,3,9.1,19.6,1.7,2.4,0.158,0.3,0.9,1.3,1,1541,9
Sherman Douglas,2000,PG,33,15.4,0.586,0.178,0.311,4.5,6,18.2,2.9,0,19,18.2,0.5,0.2,0.1,0.1,0.2,0.3,0.2,309,28
Stacey Augmon,2000,SG,31,12.2,0.51,0.011,0.314,7.5,12,11.9,2.1,1.2,16,15.8,0.5,1,0.102,-1.5,1,-0.5,0.3,726,9
Stanley Roberts,2000,C,29,3,0.289,0.063,0.188,12.8,19.8,9,1,1.4,10.4,16.6,-0.1,0.1,-0.025,-8.4,-0.6,-9,-0.1,51,23
Stephon Marbury,2000,PG,22,20.7,0.528,0.177,0.407,2.3,7.2,39,2,0.4,14.8,28.2,6.1,1.2,0.123,3.8,-1.3,2.4,3.2,2881,4
Steve Francis,2000,PG,22,18.4,0.543,0.278,0.327,6.3,10.2,31.6,2.2,0.7,19.3,25,4.4,2,0.111,2.7,-0.6,2,2.8,2776,2
Steve Kerr,2000,PG,34,10.6,0.564,0.419,0.149,1.3,6.5,7.2,0.8,0,8.2,14.8,0.4,0.3,0.111,0,-0.6,-0.7,0.1,268,50
Steve Nash,2000,PG,25,13.5,0.601,0.41,0.234,2.4,6.1,25.5,1.2,0.1,20.3,14.5,2.8,0.2,0.094,0.6,-1.5,-0.9,0.4,1532,15
Steve Smith,2000,SG,30,17.3,0.584,0.268,0.378,5.7,7.9,12.8,1.4,0.9,10,20,7.7,2.7,0.186,2.8,0.1,2.9,3.3,3293,5
Tariq Abdul-Wahad,2000,SG,25,13.57452471,0.4762452471,0.03542712294,0.2993092522,6.988181242,13.09359949,10.00364385,1.834537389,1.203643853,12.64908112,22.47452471,0.3527249683,1.534537389,0.06802693283,-1.182731305,-0.08000633714,-1.200918885,0.3027249683,1578,11
Terrell Brandon,2000,PG,29,20.8,0.535,0.127,0.2,2,8.8,39.1,2.7,0.8,14,23,5.8,2.8,0.159,3.9,0.3,4.3,4.1,2749,11
Terry Cummings,2000,PF,38,14,0.474,0,0.22,11.2,17.4,9.3,1.6,1.4,12.2,23.4,0.2,0.3,0.049,-2.3,-1.1,-3.4,-0.1,398,2
Terry Mills,2000,PF,32,11,0.545,0.496,0.07,3.1,21.3,7.1,1,0.9,8.4,13.1,2.1,1.7,0.099,-0.4,0.1,-0.3,0.8,1919,16
Terry Porter,2000,PG,36,16.6,0.596,0.447,0.367,1.8,11.3,22.3,1.6,0.4,15.7,18.3,3.4,2.3,0.168,2.5,0.8,3.3,2.2,1702,24
Theo Ratliff,2000,PF,26,16.7,0.568,0,0.481,8.5,18.4,3.3,0.9,7,15.4,17.2,2.2,3.3,0.149,-0.8,2,1.2,1.4,2169,18
Thomas Hamilton,2000,C,24,11.4,0.46,0,0.291,13,23.7,8.7,0.7,3.3,23.9,18.8,-0.3,0.3,0.002,-3.5,-0.5,-4,-0.1,273,61
Tim Duncan,2000,PF,23,24.8,0.555,0.009,0.471,10.8,24.8,15.5,1.2,4,13.5,28.7,6.7,6.4,0.218,3.8,1.8,5.6,5.5,2875,1
Tim Hardaway,2000,PG,33,16.4,0.5,0.401,0.208,1.8,8.3,38.2,1.6,0.2,14.6,22.8,2.6,1.6,0.123,2.9,-1.1,1.8,1.6,1854,14
Tim James,2000,SF,23,12.6,0.359,0,0.214,15.9,4.8,16.3,0,9.5,11.5,35.1,-0.1,0,-0.105,-2.5,-2.5,-5,0,23,25
Tim Legler,2000,SG,33,7.2,0.448,0.269,0.231,1.4,7.5,12.8,0.7,0.2,6.5,13.6,0.2,0,0.023,-3.7,-1.4,-5.2,-0.2,284,61
Tim Thomas,2000,SF,22,14.7,0.549,0.242,0.323,5.6,12.9,8.5,1.5,1.1,13,21,3,0.8,0.088,0.5,-1.3,-0.8,0.6,2235,7
Tim Young,2000,C,23,11.7,0.492,0,0.923,9.4,18,5.5,0.7,0.5,14.1,19.6,0.1,0,0.058,-2.6,-2.3,-4.9,-0.1,137,56
Toby Bailey,2000,SG,24,10.8,0.483,0.071,0.464,6.6,11.2,10.3,1.5,0.6,12.5,18.9,0.2,0.6,0.088,-3,-0.1,-3.1,-0.1,464,45
Todd Day,2000,SG,30,13.2,0.524,0.5,0.327,3.7,11.4,10.7,2.4,1.7,11.7,20,0.9,1.6,0.125,-0.5,1.2,0.7,0.6,1041,8
Todd Fuller,2000,C,25,9.6,0.461,0,0.434,10.4,20.4,2,1.2,1.4,15.7,19.4,-0.3,0.5,0.029,-4.7,-1.6,-6.3,-0.4,399,11
Todd MacCulloch,2000,C,24,16.1,0.557,0,0.335,9.9,20.8,4.2,1.1,5.1,12.3,17.5,0.7,1,0.15,-1.6,1.6,0,0.3,552,47
Tom Gugliotta,2000,PF,30,16.4,0.519,0.012,0.234,9.1,17.5,11.6,2.3,1.3,13,20.4,1.9,3.3,0.14,0.2,1.2,1.4,1.5,1767,6
Tom Hammonds,2000,PF,32,9.9,0.481,0,0.577,10.5,21.2,3.9,1.1,0.6,14.7,17.3,0.1,0.4,0.061,-3.8,-1.7,-5.5,-0.3,374,9
Toni Kukoc,2000,SF,31,16.9176009,0.4920123318,0.2324304933,0.3622455157,4.697309417,12.82567265,27.89876682,2.294618834,1.168946188,14.75941704,24.90964126,0.8297085202,1.651345291,0.09080941704,1.901345291,0.5040358744,2.405381166,1.501345291,2041,29
Tony Battie,2000,C,23,15.1,0.515,0.017,0.329,10.9,20.6,6.7,1.6,3.5,11.3,17.1,2,1.7,0.12,-1.3,-0.1,-1.4,0.2,1505,5
Tony Delk,2000,PG,26,14.1,0.485,0.143,0.211,5.5,8,12.4,2.5,0.5,9.5,20.6,0.5,0.7,0.09,-0.9,0.6,-0.3,0.3,783,16
Tony Farmer,2000,PF,30,15.7,0.542,0.141,0.849,9.7,16.5,9.5,2.8,0.9,16.1,17.9,1.9,1,0.114,-0.6,0.1,-0.5,0.5,1199,61
Tony Massenburg,2000,PF,32,13.8,0.534,0,0.444,7.4,20.1,4.5,0.9,3,17.3,21,0.1,0.1,0.073,-1.8,-0.3,-2,0,109,43
Tracy McGrady,2000,SF,20,20,0.509,0.064,0.385,8.3,14.7,18.8,1.9,4.3,11.8,24.3,3.7,2.9,0.129,2.6,0.9,3.5,3.4,2573,9
Tracy Murray,2000,SF,28,14.1,0.555,0.393,0.21,3.9,13.2,6.5,1.3,0.9,10.3,19.8,2.9,0.9,0.101,1.6,-1,0.6,1.2,1831,18
Trajan Langdon,2000,SG,23,10.9,0.546,0.475,0.275,3,8.6,11.7,1.7,0,11.8,15.2,0.2,0.1,0.098,-1,0.3,-0.7,0,145,11
Travis Best,2000,PG,27,16.5,0.569,0.166,0.339,1.1,8.1,26.3,2.3,0.2,14.2,20.2,3.5,1.6,0.145,0,0.7,0.7,1.2,2154,23
Travis Knight,2000,C,25,9.5,0.418,0,0.237,12.2,21.4,8.3,0.8,3.9,16.6,16.7,-0.2,0.8,0.074,-6,0.7,-5.3,-0.3,458,29
Troy Hudson,2000,PG,23,11.6,0.468,0.357,0.176,1.9,8.7,25.3,1.4,0,15.6,19.2,0.1,-0.2,-0.005,-0.9,-2.5,-3.4,-0.6,1592,61
Tyrone Corbin,2000,SF,37,7.9,0.415,0.178,0.158,4.4,13.9,8.7,1.8,0.3,9.9,13,-0.1,1.1,0.048,-3.6,0.9,-2.7,-0.2,964,35
Tyrone Hill,2000,PF,31,14.6,0.529,0.002,0.395,11.1,21.1,4,1.5,0.9,13.9,18.2,2.2,3.5,0.128,-1,-0.4,-1.4,0.3,2507,11
Tyrone Nesby,2000,SG,24,12.6,0.487,0.307,0.209,3.8,9.6,9.1,1.7,0.9,9.3,21.1,1.1,0.2,0.027,-1,-1.7,-2.7,-0.4,2317,61
Tyronn Lue,2000,PG,22,10.5,0.564,0.205,0.205,1.5,7.2,17.6,1.1,0,17.5,15.5,0.2,0.2,0.103,-2.3,0.3,-2,0,146,23
Vernon Maxwell,2000,SG,34,12.6,0.462,0.455,0.302,1.6,7.2,12.3,2,0.6,8.7,27.1,0.1,0.7,0.036,-0.9,-1.3,-2.2,0,989,47
Vin Baker,2000,C,28,14,0.5,0.007,0.365,8.6,14.7,8.6,0.8,1.6,14,23.6,1.2,2.2,0.059,-1.6,-1.5,-3,-0.7,3026,8
Vince Carter,2000,SF,23,23.4,0.543,0.139,0.325,5.2,12.1,20.5,1.8,2.1,8.4,30,9.1,2.7,0.182,5.6,-0.1,5.5,5.9,3245,5
Vinny Del Negro,2000,PG,33,11.7,0.51,0.074,0.12,0.9,9.4,19.6,1.5,0,12.3,14.3,1.3,0.2,0.061,-1.3,-0.8,-2.1,0,1304,29
Vitaly Potapenko,2000,C,24,13.8,0.527,0.002,0.26,11,21.2,7.1,1.2,1.2,17.5,20,1,1.5,0.066,-1.8,-1.7,-3.5,-0.7,1797,12
Vlade Divac,2000,C,31,18,0.552,0.034,0.436,7.6,21.3,15.4,2.1,2.8,17.3,19.3,3,4.1,0.145,0.4,2.4,2.8,2.9,2534,26
Vladimir Stepania,2000,C,23,6.7,0.395,0.076,0.456,11.3,14.3,2.3,2.5,3.8,18.8,25.5,-0.6,0.3,-0.08,-9.7,-1.1,-10.8,-0.5,202,27
Vonteego Cummings,2000,PG,23,12.9,0.484,0.231,0.258,3.1,7.9,22.6,2.6,0.5,15.3,20.2,0.7,0.7,0.036,-1.2,-0.5,-1.7,0.2,1793,26
Voshon Lenard,2000,SG,26,13.9,0.518,0.407,0.189,3.1,8.9,16.1,1.5,0.8,11.7,22.3,1.5,1.5,0.1,0.5,-0.4,0.1,0.8,1434,46
Wally Szczerbiak,2000,SF,22,15.4,0.571,0.117,0.241,4.7,9.9,14.2,1.4,0.8,10.1,17.1,4.5,1.7,0.137,1,-0.1,0.9,1.6,2265,6
Walt Williams,2000,SF,29,15.6,0.562,0.383,0.181,4.3,14,14.3,1.3,1.5,13.3,20,3,1.4,0.114,1.4,-0.2,1.2,1.5,1859,7
Walter McCarty,2000,PF,25,7.2,0.451,0.478,0.235,4.1,10.5,11.6,1.4,1.9,20.9,15.8,-0.7,0.6,-0.009,-2.5,-1,-3.5,-0.3,879,19
Wayne Turner,2000,PG,23,-1.7,0.231,0,1,2.6,5.9,16.3,0,0,25.8,12.3,-0.1,0,-0.148,-8,-4.5,-12.5,-0.1,41,61
Wesley Person,2000,SG,28,12,0.528,0.382,0.118,2.4,12.3,11.6,1,0.7,8,15.8,2.3,1.3,0.086,0.8,-0.5,0.3,1.2,2056,23
Will Perdue,2000,C,34,6.6,0.392,0,0.625,10,20.5,10.9,0.7,3.1,26.7,13.2,-1.6,1.1,-0.023,-5.4,0.1,-5.3,-0.8,1012,11
William Avery,2000,PG,20,6.7,0.391,0.348,0.199,1.9,7.8,26.2,1.5,0.3,17.6,22.3,-0.8,0.3,-0.046,-4.3,-2,-6.3,-0.5,484,14
Zan Tabak,2000,C,29,13.6,0.493,0,0.235,16.4,15.2,5.6,1.4,5.2,22.7,19.3,0,0.2,0.054,-2.6,0.5,-2.1,0,161,51
A.C. Green,2001,PF,37,11.2,0.492,0.019,0.343,9,17.3,4.8,1.2,0.4,10.8,14.4,1.1,2.1,0.11,-2.2,0,-2.3,-0.1,1432,23
A.J. Guyton,2001,PG,22,10.3,0.495,0.359,0.094,1.8,5.1,18.1,0.8,0.6,10.7,16.5,0.4,-0.1,0.02,-0.8,-3.2,-4,-0.3,630,32
Aaron McKie,2001,SG,28,15.1,0.549,0.238,0.272,1.6,12.9,26.7,2.3,0.2,20.3,18.9,2.3,3.5,0.118,0.1,1.3,1.4,2.1,3286,17
Aaron Williams,2001,PF,29,15.1,0.533,0.003,0.477,10.1,19.2,6.5,1.3,3.6,14.4,17.8,2.9,2.3,0.107,-1.3,-0.3,-1.6,0.2,2336,61
Adam Keefe,2001,PF,30,9.7,0.45,0.019,0.396,10.5,16.4,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.032,-3.5,-0.7,-4.3,-0.5,836,10
Adonal Foyle,2001,C,25,12.4,0.422,0,0.181,10.5,19.7,5.2,1.1,7.6,16.3,14,-0.8,1.5,0.022,-3.6,0.8,-2.8,-0.3,1457,8
Adrian Griffin,2001,SF,26,10.5,0.432,0.268,0.247,8,19.4,11.7,2.5,1,14.3,15.1,0,0.5,0.056,-2.5,0.1,-2.4,0,377,61
Al Harrington,2001,PF,20,10.2,0.479,0.013,0.289,7.4,15.2,11.8,1.8,0.7,19.5,18.8,-1,2.2,0.031,-3.3,-0.1,-3.4,-0.7,1932,25
Alan Henderson,2001,PF,28,14,0.487,0.001,0.404,11,14,4.9,1.5,1.1,13.8,22.6,0.5,1.4,0.05,-1.2,-1.9,-3,-0.5,1810,16
Allan Houston,2001,SG,29,16.1,0.543,0.209,0.254,0.9,10.8,12,1,0.3,10.7,25.7,4.1,3.5,0.126,1.3,-0.1,1.1,2.2,3047,11
Allen Iverson,2001,SG,25,24,0.518,0.169,0.397,1.9,8.3,23,3.2,0.5,10,35.9,7.3,4.5,0.19,5,1.1,6.1,6.1,3995,1
Alonzo Mourning,2001,C,30,24.6,0.536,0.007,0.39,13.6,25.6,8.9,0.7,7.8,14.5,30.6,0.2,0.7,0.148,1.7,1.2,2.9,0.4,397,2
Alvin Williams,2001,SG,26,15.2,0.483,0.141,0.189,2.3,7.8,27.2,2.7,0.8,11,17.4,3.3,2.1,0.109,-0.1,0.9,0.8,1.7,2880,47
Andre Miller,2001,PG,24,20.1,0.541,0.064,0.45,3.8,10.8,40.5,2.2,0.7,18.1,23.2,6.1,1.9,0.136,3,-0.2,2.8,3.4,2848,8
Andrew DeClercq,2001,C,27,12.8,0.57,0,0.425,10.9,18.3,5.6,2.3,2.7,18.2,13.7,1,1.4,0.132,-3.4,1.2,-2.2,0,957,34
Andy Panko,2001,SF,23,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017,-3.2,-2.9,-6.2,0,1,61
Anfernee Hardaway,2001,SG,29,16.6,0.477,0.222,0.306,5,13.4,22,2.8,0.6,6.8,17.5,0.2,0.2,0.155,0.7,2.4,3,0.1,112,3
Antawn Jamison,2001,SF,24,19,0.499,0.113,0.295,8.1,14.8,9.5,1.7,0.6,8.9,27.9,5.4,1.3,0.094,2.8,-2,0.8,2.3,3394,4
Anthony Carter,2001,PG,25,11.3,0.439,0.083,0.215,3.4,9.8,29.5,2.5,0.5,18.5,19.2,-0.8,2.5,0.05,-3,1.1,-1.9,0,1699,61
Anthony Goldwire,2001,PG,29,12.6,0.469,0.425,0.213,0.5,6,28,2.3,0,14.6,22.7,0,0.1,0.023,-0.9,-1.3,-2.2,0,201,52
Anthony Johnson,2001,PG,26,8.081311155,0.3915088063,0.0336409002,0.2186927593,2.222113503,7.572994129,24.52866928,2.391389432,0.8229941292,17.15176125,17.63072407,-0.4045988258,0.2545988258,-0.01872407045,-4.414383562,0.132778865,-4.304305284,-0.2227005871,511,39
