player_name,season,pos,age,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws_per_48,obpm,dbpm,bpm,vorp,mp,pk
A.C. Green,1995,SF,31,14.2,0.596,0.206,0.556,8.3,20.4,6.5,1,0.8,12.9,14.2,4.6,2.1,0.12,0.8,-0.9,-0.1,1.3,3055,23
Aaron McKie,1995,SG,22,13.3,0.5,0.107,0.28,4.6,13.5,15.9,2.2,1.4,11.7,17,0.8,1.2,0.115,-1.4,1.7,0.3,0.5,861,17
Aaron Swinson,1995,SF,24,11.7,0.594,0,0.278,6.7,11.3,9,1,0,19.8,21.4,0,0,0.039,-4.3,-2.5,-6.8,-0.1,51,61
Aaron Williams,1995,PF,23,7,0.41,0.042,0.5,8.1,24.1,0,1.4,6.2,19.3,22.3,-0.2,0.1,-0.067,-8.7,-0.3,-9,-0.1,72,61
Acie Earl,1995,C,24,6.6,0.409,0,0.426,10.4,14.6,1.4,1.5,2.6,14.8,19.7,-0.4,0.2,-0.038,-6.9,-2,-8.9,-0.4,218,19
Adam Keefe,1995,SF,24,15.1,0.616,0,0.581,14,18,3.5,1.5,1.6,14.2,15.6,2.4,1.7,0.154,0.2,-0.6,-0.4,0.5,1339,10
Adrian Caldwell,1995,PF,28,4.4,0.377,0,1.5,4,32.8,0,1.7,0,13.1,11.4,0,0.1,0.02,-7.8,0.7,-7.2,0,30,61
Alaa Abdelnaby,1995,PF,26,12.56146245,0.5161897233,0.008733201581,0.1507865613,8.691897233,17.41818182,4.992885375,1.50256917,1.793675889,15.44802372,25.59367589,-0.2559288538,0.6792490119,0.02696640316,-4.415019763,0.06877470356,-4.346245059,-0.2029644269,506,25
Allan Houston,1995,SG,23,16.4,0.589,0.434,0.199,1.7,8.1,14.3,1.6,0.5,10.8,23.5,3.5,0.3,0.091,2.5,-1.8,0.7,1.4,1996,11
Alonzo Mourning,1995,C,24,20.1,0.593,0.031,0.585,8.4,21.6,6.6,0.9,5.5,14.8,25.6,4.3,5.1,0.153,0.2,0.9,1.1,2.3,3115,2
Alphonso Ford,1995,SG,23,0.4,0.238,0.231,0.051,9.4,14.4,14.1,0.5,0,16.7,21.8,-0.5,0,-0.21,-8.1,-2.9,-11,-0.2,98,32
Alton Lister,1995,C,36,10.2,0.507,0.007,0.522,10.1,27,2.3,1.1,5.5,18.7,11.6,0,1,0.062,-4.8,1.1,-3.6,-0.3,776,21
Andres Guibert,1995,PF,26,8.3,0.406,0.085,0.404,11.9,21.1,9.8,2.5,0.4,17.8,18.4,-0.2,0.2,-0.02,-5.2,-1.6,-6.8,-0.2,167,61
Andrew Lang,1995,C,28,13.1,0.523,0.004,0.278,7.5,15.4,5,1,4.6,12.4,16.8,1.4,3.4,0.1,-2.9,1,-1.9,0,2441,28
Anfernee Hardaway,1995,PG,23,20.8,0.599,0.218,0.405,5.7,7.5,28.5,2.3,0.6,16.1,23.7,8.2,2.5,0.177,4.4,-0.3,4.1,4.5,3750,3
Anthony Avent,1995,PF,25,9.8,0.466,0,0.307,10.7,20.4,5,1.3,3.2,16.1,13.3,0.1,1.5,0.069,-4.1,0.1,-4,-0.5,1106,15
Anthony Bonner,1995,PF,26,9.4,0.497,0.026,0.347,12.2,15,10.5,2.2,1.5,26.2,12.3,-0.2,2,0.079,-3.5,2,-1.6,0.1,1164,23
Anthony Bowie,1995,SG,31,11.7,0.532,0.108,0.198,5.1,7.5,17.3,1.9,1.1,17.7,16.6,1,1,0.077,-1.8,-0.1,-1.9,0,1379,61
Anthony Mason,1995,PF,28,14.9,0.599,0.002,0.588,8.9,21.2,15,1.5,0.6,16.2,14,4.2,4.4,0.166,0.2,1.7,1.9,2.5,2848,53
Anthony Miller,1995,PF,23,14.7,0.571,0.038,0.576,14.1,17.8,9.6,1.9,0.9,18.7,16.6,0.6,0.6,0.111,-1.3,-0.8,-2.1,0,542,39
Anthony Peeler,1995,SG,25,13.8,0.528,0.328,0.194,4.4,7.5,12.2,1.7,0.6,10.3,22,1.6,0.8,0.073,0,-1.7,-1.7,0.1,1827,15
Anthony Tucker,1995,SF,25,9.2,0.493,0.005,0.395,5,15.3,9.9,2.4,0.8,18.5,13.5,-0.2,0.9,0.03,-3.8,0.7,-3.1,-0.3,982,61
Antoine Carr,1995,C,33,13.9,0.588,0.007,0.368,6.4,13,6.2,0.7,3.3,12.1,19.5,2.4,1.9,0.123,-1.4,-0.2,-1.6,0.2,1791,8
Antonio Davis,1995,PF,26,11.9,0.521,0,0.71,12.6,20.1,3.7,1,2.2,16.6,17.1,0.5,1.5,0.095,-2.5,-0.3,-2.8,-0.2,1397,45
Antonio Harvey,1995,PF,24,10.3,0.457,0.006,0.256,7.5,12.2,5.8,1.3,5,11.3,16.6,-0.2,0.6,0.032,-4.3,0.1,-4.2,-0.3,576,61
Antonio Lang,1995,SF,22,0.3,0.468,0,0.4,6.5,2.2,2.4,0,2.8,29.8,13.7,-0.1,0,-0.083,-8,-3,-11,-0.1,53,29
Armen Gilliam,1995,PF,30,18.1,0.562,0.002,0.433,8.5,18.7,7.2,1.4,2.5,12.4,21.8,3.6,3,0.128,0.7,0,0.7,1.7,2472,2
Askia Jones,1995,SG,23,8.3,0.441,0.273,0.364,5.4,4.4,19.3,2.3,0,15,19.7,-0.1,0,-0.021,-4.3,-2.1,-6.4,-0.2,139,61
Avery Johnson,1995,PG,29,15.7,0.554,0.025,0.342,1.9,5.7,33.4,1.9,0.3,17.3,17.5,5.1,3,0.128,1.2,0,1.2,2.4,3586,61
B.J. Armstrong,1995,PG,27,15.1,0.577,0.283,0.261,1.1,7.4,14.7,1.7,0.2,9.4,19,5.4,2.8,0.152,1,-0.1,1,1.9,2865,18
B.J. Tyler,1995,PG,23,8.5,0.462,0.27,0.265,1.9,7.1,32.8,2.3,0.2,31.5,17,-1.2,0.5,-0.039,-3.2,-1.9,-5,-0.6,809,20
Benoit Benjamin,1995,C,30,13.9,0.555,0,0.33,6.4,23.7,4.2,0.7,2.8,17.1,20.1,0.1,2.1,0.066,-2.6,-0.2,-2.8,-0.3,1598,3
Bill Cartwright,1995,C,37,4,0.434,0,0.348,7,16.8,3,0.7,0.5,18.5,9.8,-0.2,0.4,0.021,-5.2,-1,-6.2,-0.5,430,3
Bill Curley,1995,PF,22,9,0.477,0,0.269,10.6,13.9,6.2,1.8,2.6,14.3,13.2,0.1,0.4,0.042,-5,-0.2,-5.2,-0.5,595,22
Bill Wennington,1995,C,31,11.6,0.527,0.013,0.199,7.9,15.5,6.5,1.2,1.3,10.2,17.9,1,1.3,0.116,-3.9,-0.1,-4.1,-0.5,1089,16
Billy Owens,1995,SG,25,15.6,0.523,0.027,0.382,10.2,15.6,17.3,1.8,1,17.6,22.3,1.2,2.1,0.067,0.6,-0.4,0.2,1.2,2296,3
Bimbo Coles,1995,PG,26,12.5,0.497,0.125,0.287,2.4,7.9,27.9,2.3,0.5,18.6,16.8,1.2,1.6,0.06,-1.3,-0.2,-1.5,0.3,2207,40
Bison Dele,1995,C,25,13.9,0.616,0,0.486,9.6,18.5,6.8,1.6,2.5,22,18.5,0.8,1.5,0.089,-2.5,0.4,-2.1,0,1305,10
Blue Edwards,1995,SF,29,11.57873201,0.5316973921,0.1899500899,0.2282508993,5.522796763,8.496357914,10.69577338,2.004406475,1.086780576,15.79482914,20.4971223,0.1727967626,0.7544064748,0.0530881295,-1.967625899,-0.4911870504,-2.481609712,-0.07720323741,1145,21
Bo Outlaw,1995,PF,23,13.3,0.519,0.015,0.572,8.1,14.6,7.6,2.8,6.7,16.1,12.7,0.3,2.2,0.071,-2.5,2.9,0.4,1,1655,61
Bob Martin,1995,C,25,3.3,0.2,0,0,15.8,0,10.2,0,5.2,0,15.5,0,0,-0.107,-6.4,-4.8,-11.1,0,14,61
Bobby Hurley,1995,PG,23,7.7,0.449,0.268,0.268,1.5,5.8,30.6,1.4,0,25.7,17.2,-1.1,0.8,-0.014,-3.1,-1.5,-4.6,-0.7,1105,7
Bobby Phills,1995,SG,25,12.2,0.477,0.067,0.288,4.4,9,12.9,2.6,0.8,10.9,19.8,0.5,3.6,0.078,-2.5,1.5,-1,0.6,2646,45
Brad Lohaus,1995,PF,30,12.7,0.562,0.671,0.065,4.4,12.1,8.9,1.4,2.6,10.9,16.1,0.9,0.6,0.099,1.3,0.1,1.4,0.6,730,45
Brian Grant,1995,PF,22,16.5,0.546,0.005,0.449,10.7,19.5,7.4,1.1,3.8,14.4,22,1.9,3.4,0.112,-0.8,0.6,-0.2,1,2289,8
Brian Oliver,1995,SG,26,6.9,0.559,0,0.889,0,11.4,13.5,0,0,19.3,16.2,0,0,0.022,-5.4,-1.2,-6.5,0,42,32
Brian Shaw,1995,PG,28,10.4,0.468,0.372,0.192,3.3,11.4,29,2,0.7,25.6,16.8,-0.4,1.8,0.035,-2.1,-0.1,-2.3,-0.1,2191,24
Brooks Thompson,1995,PG,24,10.5,0.486,0.509,0.105,3.4,7.2,25.5,2.1,0.6,18.5,25.5,-0.1,0.2,0.022,-3.5,-1.8,-5.3,-0.2,257,27
Bryant Stith,1995,SG,24,14.4,0.567,0.103,0.49,5,8.7,10.2,2.1,0.6,12,17.7,3.8,1.8,0.115,0.2,0,0.1,1.2,2414,13
Bryon Russell,1995,SF,24,11,0.507,0.185,0.391,6.7,13.4,5.7,2.9,1,13.1,16.9,0.1,1.3,0.079,-2.1,0.9,-1.2,0.2,873,45
Buck Williams,1995,PF,34,13.6,0.545,0.003,0.339,11.2,20.4,4.7,1.4,2.1,14.6,14.2,2.5,3.6,0.121,-1.3,0.5,-0.8,0.7,2525,3
Byron Houston,1995,PF,25,13.8,0.533,0.206,0.355,9.4,15.8,3.6,2.5,1.5,13.9,24.1,0.1,0.4,0.091,-4,-1.3,-5.3,-0.2,259,27
Byron Scott,1995,PG,33,15.8,0.587,0.348,0.389,1.5,10.3,12.2,2.1,0.7,14.8,24,2.1,1.9,0.124,1.1,0.3,1.4,1.3,1826,4
Calbert Cheaney,1995,SG,23,14.2,0.529,0.251,0.189,4.4,9.7,11,1.5,0.6,11,22.6,2.1,1.1,0.058,0.3,-1.3,-1.1,0.6,2651,6
Carl Herrera,1995,PF,28,11.7,0.548,0.006,0.358,8.9,14.8,4.9,1.5,2,15.8,15.1,0.6,1.5,0.076,-2.6,-0.1,-2.8,-0.3,1337,30
Carlos Rogers,1995,C,23,14.3,0.542,0.041,0.429,11.7,18.7,5.8,1.1,3.5,17.2,20.3,0.1,0.8,0.045,-2.3,-1.1,-3.3,-0.3,1017,11
Cedric Ceballos,1995,SF,25,19.9,0.57,0.149,0.299,9.2,16.1,8.9,1.5,0.6,11.5,26.5,3.5,1.7,0.123,2.8,-1.9,0.9,1.5,2369,48
Charles Barkley,1995,PF,31,25.2,0.572,0.192,0.444,9.8,26.8,18.9,2.3,1.4,9.9,27.5,7.4,3.3,0.214,5.6,0.7,6.3,5,2772,5
Charles Jones,1995,PF,37,2.6,0.387,0,0.667,6.7,15.2,0,0,1.9,0,4.8,0,0,0.05,-7.2,0.3,-6.9,0,273,61
Charles Oakley,1995,PF,31,14.3,0.551,0.031,0.382,12.1,21,12.7,2,0.3,18.3,16.4,1.6,2.9,0.138,-0.7,1.3,0.7,1,1988,9
Charles Shackleford,1995,PF,28,16.6,0.637,0,0.308,8.3,25.9,6.2,1.8,1.9,9.8,15.6,0.5,0.3,0.16,-1.2,0.8,-0.4,0.1,239,32
Charles Smith,1995,SF,29,13.9,0.544,0.041,0.431,8.2,9.5,9.4,1.2,3.3,14.2,22.1,1.7,3.1,0.107,-1.6,0.6,-1,0.6,2453,3
Charlie Ward,1995,PG,24,-2.1,0.342,0.526,0.526,2.8,12.9,13.7,2.4,0,25.5,32.7,-0.3,0.1,-0.258,-12.9,-2.1,-15,-0.1,44,26
Chris Childs,1995,PG,27,11.2,0.495,0.448,0.262,1.5,5.9,33.8,2.1,0.2,19.6,16.7,0.5,0.8,0.058,-1.9,-0.3,-2.2,-0.1,1021,61
Chris Dudley,1995,C,29,10.9,0.424,0.002,0.41,15.6,23.2,2.1,1,4.2,13.3,11.4,0.4,3.7,0.087,-3,0.1,-3,-0.6,2304,61
Chris Gatling,1995,PF,27,19.5,0.64,0.002,0.488,10.7,22.7,5.9,1.3,2.4,15.8,21.2,2.6,1.4,0.129,0.6,-0.5,0.1,0.8,1470,16
Chris Mills,1995,SF,25,11.6,0.52,0.281,0.249,4.3,12.2,9.7,1.2,1,11.2,18.2,2,3.4,0.091,-1.3,0.2,-1.1,0.7,2953,22
Chris Morris,1995,SF,29,15.5,0.504,0.37,0.228,9.3,11.4,12,2.1,1.7,11.1,21.8,1.8,2.2,0.09,1.4,0,1.4,1.8,2131,4
Chris Mullin,1995,SF,31,17.7,0.602,0.267,0.307,3.1,11.3,22.8,2.1,1.5,19.1,23.2,1.2,0.5,0.093,2.3,-0.2,2.1,0.9,890,7
Chris Smith,1995,SG,24,11.2,0.548,0.409,0.239,1.6,6.7,22.8,1.6,1.5,14.6,14.6,1,0.3,0.056,-0.7,-0.5,-1.1,0.2,1073,34
Chris Webber,1995,PF,21,20.1,0.521,0.155,0.248,10.8,18.4,21.5,2,2.9,13.8,25.5,1.9,2.2,0.093,2.9,0.5,3.5,2.9,2067,1
Chris Whitney,1995,PG,23,3,0.405,0.404,0.234,2.7,5.4,21.2,1.1,0,25.8,17.2,-0.3,0.1,-0.044,-7,-1.4,-8.4,-0.3,179,47
Christian Laettner,1995,C,25,17.7,0.58,0.043,0.543,7.3,19.7,15.5,1.9,2.4,16.5,22.5,3.6,2.6,0.108,0.7,0.4,1.1,2.2,2770,3
Chuck Person,1995,SF,30,11.5,0.549,0.593,0.136,2.9,11.1,7.9,1.1,0.4,11.4,19.4,1.5,2.1,0.085,0.1,-0.6,-0.5,0.8,2291,4
Chucky Brown,1995,SF,26,12.4,0.619,0.017,0.356,9.5,16.8,5.5,0.7,1.2,12.6,12.7,1.3,0.8,0.123,-1.6,-0.8,-2.4,-0.1,1140,43
Clarence Weatherspoon,1995,SF,24,15.2,0.489,0.017,0.305,5.6,15,12.8,2,1.7,12,23.8,0.7,2.9,0.057,-0.2,-0.4,-0.6,1.1,2991,9
Cliff Levingston,1995,PF,34,10.5,0.431,0.008,0.346,12.9,18.7,8.7,1.5,3.1,12.3,16.4,-0.1,0.6,0.052,-4.2,0.1,-4,-0.2,504,9
Clifford Robinson,1995,SF,28,18.3,0.538,0.29,0.289,6,11.8,12.2,1.5,2.2,9.6,25.5,5.4,3.3,0.153,3.3,0.2,3.5,3.8,2844,36
Clifford Rozier,1995,C,22,11.5,0.49,0.018,0.39,14.7,21.4,4.4,1.1,1.8,16.3,15.4,0.1,1.2,0.043,-3,-1.4,-4.3,-0.9,1494,16
Clyde Drexler,1995,SG,32,22.40703812,0.5785109971,0.3292111437,0.3575036657,6.326173021,13.66950147,22.12543988,2.528519062,1.2,11.55036657,25.73519062,6.009384164,2.804692082,0.2057815249,5.292595308,1.190249267,6.509017595,4.440249267,3577,14
Corey Crowder,1995,SF,25,-2.5,0.237,0.4,0.6,4.1,7.4,4.6,1.7,0,13.7,22.2,-0.2,0,-0.224,-9.7,-4.5,-14.2,-0.1,29,61
Corey Gaines,1995,SG,29,7.2,0.492,0.294,0.216,0.4,7.1,17.9,1.5,0.3,20,11.1,0,0.1,0.013,-4.2,0,-4.2,-0.1,280,61
Corie Blount,1995,PF,26,11.7,0.497,0.01,0.319,14.2,17.6,9.8,1.5,2.8,19.8,14.9,0.3,1.5,0.094,-3,0.6,-2.4,-0.1,909,25
Craig Ehlo,1995,SG,33,13.9,0.526,0.318,0.168,5.4,9.4,16.5,2.1,0.4,13.9,20.5,0.8,1.4,0.088,0.1,0.2,0.3,0.7,1215,48
Dale Davis,1995,PF,25,16.1,0.57,0.002,0.45,13.6,22.1,4,1.6,3.8,15.2,15.9,2.6,4.3,0.14,0.1,0.8,0.9,1.7,2836,13
Dale Ellis,1995,SF,34,12.9,0.553,0.34,0.164,3.5,9.7,4.8,1,0.3,8.9,20.6,2.4,1,0.083,0.5,-2,-1.5,0.2,2069,9
Dan Majerle,1995,SF,29,15.1,0.555,0.532,0.274,3.9,10.1,15.6,1.6,0.9,8.3,17.6,6,1.7,0.12,2.4,-0.5,1.9,3.1,3398,14
Dana Barros,1995,PG,27,20.9,0.632,0.365,0.331,0.9,8.7,32.6,2.4,0.1,15.3,21.2,10.5,2.2,0.183,4.7,0.2,5,5.8,3318,16
Danny Ainge,1995,SG,35,14.3,0.596,0.507,0.308,2.1,7,21.7,1.7,0.4,14.2,17.6,2.8,0.6,0.118,0.9,-0.4,0.4,0.8,1511,31
Danny Ferry,1995,PF,28,16,0.572,0.466,0.168,2.8,11.3,14.4,1.2,1.4,9.9,22.2,2.3,1.5,0.144,2.2,0.4,2.6,1.5,1357,2
Danny Manning,1995,PF,28,18.1,0.578,0.034,0.325,7.4,13.7,16.4,1.4,2.8,14.5,23.8,2.2,1.2,0.109,0.9,-0.1,0.8,1.1,1510,1
Danny Schayes,1995,C,35,13.2,0.544,0.004,0.278,7.9,21.1,15.6,1.2,3.3,18.7,18,0.5,0.9,0.084,-3.1,1.4,-1.7,0.1,969,13
Danny Young,1995,PG,32,14.3,0.688,0.706,0.059,1.5,6.4,24.2,2.7,0,18.7,12.3,0.2,0,0.141,0.9,2.4,3.3,0.1,77,39
Darnell Mee,1995,SG,23,15.3,0.3,0.6,0,0,14.6,38.4,6.6,0,0,28.2,0,0,0.038,0.5,3.4,3.9,0,8,34
Darrell Armstrong,1995,PG,26,40.2,0.563,0.75,0.25,14.8,0,76.1,6.3,0,10.1,53,0.1,0,0.492,13.9,3.7,17.6,0,8,61
Darrick Martin,1995,PG,23,10.3,0.485,0.163,0.279,2.2,7.6,28.2,2.2,0,19.2,18.4,-0.2,0.3,0.004,-3.1,-1.2,-4.4,-0.5,803,61
Darrin Hancock,1995,SF,23,11.2,0.554,0.025,0.322,4.1,10.4,11.6,2.4,0.7,17.8,18.4,-0.1,0.5,0.049,-3,0.7,-2.3,0,442,38
David Benoit,1995,SF,26,13.9,0.564,0.196,0.267,6.9,17.6,4.7,1.3,2.1,10.3,18,2.3,2.4,0.121,-0.1,-0.3,-0.4,0.8,2008,61
David Robinson,1995,C,29,29.1,0.602,0.013,0.57,9.1,22.6,13.7,2.2,5.9,11.1,29.9,10.7,6.7,0.273,6,3.2,9.2,8.7,3697,1
David Wesley,1995,PG,24,12.9,0.533,0.38,0.3,2.5,7.3,27.2,3,0.4,19.7,13.8,1.5,1.1,0.091,-0.4,0.9,0.5,0.9,1380,61
David Wingate,1995,SG,31,8.1,0.46,0.18,0.197,2.6,10.8,16.2,1.9,0.8,16.9,14.3,-0.2,0.6,0.037,-4.3,1.3,-3,-0.1,588,44
David Wood,1995,PF,30,10.3,0.567,0.279,0.359,6.8,13.2,7,1,0.7,12.3,13.6,1.7,0.5,0.078,-2.6,-0.7,-3.3,-0.4,1336,61
Dee Brown,1995,SG,26,15.7,0.562,0.335,0.284,2.6,7.8,16.7,2,1.2,11.7,19.3,5,1.8,0.117,1.8,0.3,2.1,2.9,2964,19
Dell Curry,1995,SG,30,15.5,0.565,0.464,0.143,3,8.4,11.5,1.7,0.8,10.6,24.9,1.6,1.7,0.093,2.1,-0.6,1.5,1.5,1825,15
Dennis Rodman,1995,PF,33,16.6,0.604,0.008,0.463,20.8,37.8,8.5,1,1,25.3,10.9,2.6,3.2,0.178,1.4,0.4,1.8,1.5,2027,27
Dennis Scott,1995,SF,26,16.3,0.577,0.546,0.177,2,9,12.9,1.5,0.6,7.6,21.6,3.5,1.1,0.147,3.2,-0.8,2.5,1.7,2245,4
Derek Harper,1995,PG,33,12.6,0.547,0.386,0.254,1.4,6.8,26.7,1.5,0.3,15.2,16.7,3.2,3.1,0.113,-0.1,0.3,0.2,1.5,3104,11
Derek Strong,1995,PF,26,12.5,0.545,0.021,0.523,11.5,20.8,4.7,0.9,0.7,16.3,15.6,1.4,1.1,0.086,-1.5,-1.3,-2.8,-0.3,1425,47
Derrick Alston,1995,C,22,11.6,0.481,0.016,0.465,11,13.8,5.1,2,2.5,14.6,15.7,0,1,0.045,-2.5,-0.1,-2.6,-0.2,1032,33
Derrick Coleman,1995,PF,27,19,0.525,0.137,0.56,8.7,22.1,15.8,0.9,3.1,13.6,26.4,2.4,2.7,0.117,1.4,0.1,1.5,1.8,2103,1
Derrick McKey,1995,SF,28,15,0.558,0.107,0.357,5.5,11.4,16.2,2.4,1.4,14.8,18.5,3.6,3.9,0.127,0.7,1.6,2.2,3,3397,9
Derrick Phelps,1995,PG,22,-17.3,0,0,2,0,0,26.3,0,0,0,16.7,0,0,-0.339,-23.6,-4.3,-27.9,0,5,61
Detlef Schrempf,1995,SF,32,20.3,0.641,0.182,0.523,5.7,15.1,16.4,1.6,0.9,12.6,21,9.8,3.1,0.215,4.3,0.1,4.4,4.7,3039,8
Dickey Simpkins,1995,PF,22,11,0.478,0,0.391,12.1,18.3,9.4,0.9,0.9,17.3,19.8,-0.1,0.8,0.058,-3.6,-1.4,-4.9,-0.4,586,21
Dikembe Mutombo,1995,C,28,17,0.595,0,0.604,12.7,26.7,5.5,0.7,7.5,19.5,14.4,3.5,5.2,0.135,0,1.8,1.9,3,3184,4
Dino Radja,1995,PF,27,17.9,0.537,0.001,0.334,7.9,23.1,8.7,1.4,2.7,13.1,24.5,2,2.5,0.102,0,0,0,1.1,2300,40
Doc Rivers,1995,PG,33,12.19979778,0.4749494439,0.4206208291,0.2732568251,1.78554095,10.31395349,23.30227503,3.32851365,1.464357937,15.08078868,17.73791709,0.295247725,1.566734075,0.09730586451,-2.016734075,3.004752275,0.9880182002,0.7357431749,1307,31
Dominique Wilkins,1995,SF,35,16.3,0.519,0.247,0.291,7.4,11.8,11.5,1.3,0.4,11.6,26.6,2.6,1.3,0.076,2.2,-2.1,0.1,1.3,2573,3
Don MacLean,1995,PF,25,11.7,0.511,0.111,0.377,4.9,13.5,7.5,0.7,0.2,9.5,19.3,0.8,0.3,0.051,-2.1,-2.1,-4.3,-0.6,1052,19
Donald Hodge,1995,C,25,8.5,0.461,0.069,0.25,6.5,14.8,9.5,0.8,1.5,14.7,17.3,-0.1,0.4,0.026,-4.6,-0.4,-4.9,-0.5,633,33
Donald Royal,1995,SF,28,12.2,0.561,0.009,0.689,5.3,11.8,14.2,1.2,0.6,18.1,16.1,2.2,1.4,0.094,-1.3,-0.4,-1.7,0.1,2039,52
Dontonio Wingfield,1995,SF,20,14.2,0.415,0.235,0.196,16.4,27.4,6,3.1,2.9,12.6,33.9,-0.2,0.2,0.007,-7.8,-3.4,-11.1,-0.2,81,37
Donyell Marshall,1995,SF,21,12.52449664,0.4650436242,0.2768355705,0.2536375839,7.624832215,14.99832215,8.595637584,1.099328859,3.023154362,10.57416107,22.92281879,-0.6738255034,0.8996644295,0.007291946309,-1.601006711,-1.60033557,-3.201342282,-0.5003355705,2086,4
Doug Christie,1995,SG,24,-3.7,0.31,0.318,0.227,4.6,14.3,14.6,1.3,1,34.9,21.6,-0.5,0.1,-0.202,-12.9,-0.7,-13.5,-0.2,85,17
Doug Edwards,1995,PF,24,10.1,0.54,0.021,0.667,10.2,16.3,9.5,1.3,1.4,26.2,18,-0.1,0.3,0.043,-4.8,-0.1,-4.8,-0.2,212,15
Doug Lee,1995,SG,30,18.1,0.628,0.72,0.84,0,7.6,10.4,4.2,3,12.7,23.3,0.2,0.1,0.229,0.6,4,4.6,0.1,75,35
Doug Overton,1995,PG,25,11.6,0.521,0.251,0.251,1.7,8.2,21.3,1.6,0.1,15.8,16.9,1.1,0.6,0.048,-1.4,-1.2,-2.6,-0.3,1704,40
Doug Smith,1995,PF,25,11,0.461,0.038,0.239,5.3,14,8.2,1.8,2.2,9.6,19.2,0.2,0.8,0.058,-4.1,0.7,-3.4,-0.3,826,6
Doug West,1995,SG,27,11.6,0.528,0.08,0.323,3.2,8.7,14.3,1.5,0.8,12.6,19.6,1.2,0.6,0.038,-2.2,-1.2,-3.4,-0.8,2328,38
Duane Causwell,1995,C,26,11.4,0.55,0.007,0.667,8.3,16.3,2.7,0.9,7.3,14.8,12.1,0.5,1.3,0.105,-3.9,2.5,-1.4,0.1,820,18
Duane Ferrell,1995,SF,29,12.5,0.549,0.035,0.491,10.2,7.4,8.3,2.3,0.8,17,19.1,0.5,0.7,0.095,-1.5,0.1,-1.5,0.1,692,61
Dwayne Morton,1995,PG,23,11,0.502,0.194,0.659,5.8,10.5,6.7,1.4,2.6,14,20.7,0,0.2,0.025,-2.5,-0.9,-3.5,-0.1,395,45
Dwayne Schintzius,1995,C,26,8.2,0.39,0,0.102,9.9,17.9,7.7,0.5,3.7,13.1,17.9,-0.4,0.4,-0.012,-5.9,-0.5,-6.4,-0.3,318,24
Ed Pinckney,1995,PF,31,10.9,0.563,0,0.639,9.1,21.7,3.6,2.1,1.5,17.3,8,0.7,0.9,0.092,-1.6,0.9,-0.7,0.3,835,10
Eddie Jones,1995,SG,23,16.3,0.548,0.331,0.227,4.4,9.5,9.9,3.3,1.4,8.4,19.4,2.9,2.1,0.122,1,1.3,2.3,2.1,2267,10
Elden Campbell,1995,PF,26,15.4,0.5,0.001,0.369,8.9,14.8,6.8,1.7,4.4,9.7,21,1.5,2.3,0.087,-1.6,0,-1.6,0.2,2452,27
Eldridge Recasner,1995,SG,27,15.3,0.387,0.167,0.667,0,18,11,12.1,0,20.5,33.9,-0.1,0,-0.047,-6.9,6,-0.9,0,13,61
Elliot Perry,1995,PG,25,17.3,0.59,0.102,0.332,3,5.8,28.8,3.9,0.1,19.5,18.3,3.3,1.9,0.126,1,1.2,2.2,2.1,2083,37
Elmer Bennett,1995,PG,24,32.5,0.588,0.182,0.364,0,7.2,46.5,12.6,0,19,42,0,0.1,0.206,2,12.4,14.3,0.1,18,38
Elmore Spencer,1995,C,25,7.7,0.471,0.008,0.424,3.3,18.5,10.8,1.9,4.6,25.5,22.2,-1.1,0.4,-0.085,-7.1,1.2,-5.9,-0.3,368,25
Ennis Whatley,1995,PG,32,12.4,0.522,0.151,0.604,3.5,8.6,27.6,3.5,0,22.1,13.4,0.2,0.4,0.109,-3.5,2.2,-1.3,0.1,311,13
Eric Leckner,1995,C,28,12.2,0.572,0.012,0.436,8.8,24,3.5,1.2,1.8,16.5,17,0.4,0.5,0.069,-4.2,-1.5,-5.8,-0.6,623,17
Eric Mobley,1995,C,24,14.3,0.593,0.015,0.341,10.9,20.7,5.7,0.7,3.4,13.7,13.3,0.8,0.5,0.107,-0.8,-0.3,-1.2,0.1,587,18
Eric Montross,1995,C,23,12.1,0.565,0.002,0.457,9.6,18.7,2.3,0.6,1.8,14,15,2.3,1.8,0.084,-1.9,-1.1,-3,-0.6,2377,9
Eric Murdock,1995,PG,26,17.3,0.524,0.295,0.328,2.6,9.5,37,2.7,0.4,17.2,23.1,2.7,1.6,0.096,2.1,-0.7,1.5,1.9,2158,21
Eric Piatkowski,1995,SG,24,13.9,0.559,0.434,0.252,5.8,7.3,10.6,1.6,0.9,11.1,20.5,1.6,0.4,0.079,0.8,-1.3,-0.5,0.4,1208,15
Eric Riley,1995,C,24,14.7,0.511,0.007,0.441,11.5,19.4,4.1,2,5.9,15.2,20.5,0,0.5,0.063,-3.4,-0.1,-3.5,-0.2,434,33
Ervin Johnson,1995,C,27,9.6,0.469,0.005,0.24,13.5,24.2,2.4,0.9,5.7,20.3,12.7,-0.2,1.5,0.067,-4.3,0.3,-4,-0.5,961,23
Felton Spencer,1995,C,27,12.3,0.578,0,0.628,13.1,22.3,2.7,0.7,2.9,19.9,17.2,0.7,1.3,0.104,-2.3,-0.9,-3.2,-0.3,905,6
